Analyst 21,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 22,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 23,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 24,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 25,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 26,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 27,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 28,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 29,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 30,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 31,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 32,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 33,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 34,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 35,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 36,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 37,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 38,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 39,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 40,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments
52,T21-48F5 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35364,9/8/2018,,,52,T22-WBP1 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35225,9/9/2018,,,52,T23-GAYW ,Paracetamol,Paracetamol Starch,Paracetamol,,,,,34657,22/9/2018,,,52,T24-BACE ,Paracetamol,Vitamin C,Suspicious,K,,,,35139,10/9/2018,,,52,T25-4V8B ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30572,9/9/2018,,,52,T26-1RJZ ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30412,9/9/2018,,,52,T27-23XX ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30131,16/9/2018,,,52,T28-KHTK ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32046,14/8/2018,,,52,T29-WCK3 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30298,4/9/2018,,,52,T30-RNVB ,Paracetamol,Cellulose,Suspicious,K,,,,30604,5/9/2018,,,52,T31-OVPI ,Paracetamol,Vitamin C,Suspicious,K,,,,31638,4/9/2018,,,52,T32-TETZ ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,36212,10/9/2018,,,52,T33-9UGD ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32095,21/9/2018,,,52,T34-QURY ,Paracetamol,Vitamin C,Suspicious,K,,,,30755,21/9/2018,,,52,T35-O6XX ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32331,13/9/2018,,,52,T36-E4TX ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32879,6/9/2018,,,52,T37-17CJ ,Paracetamol,Paracetamol Starch,Suspicious,K,,,,34479,19/8/2018,,,52,T38-TP24 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35752,4/9/2018,,,52,T39-YY3W ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35896,16/9/2018,,,52,T40-QQPN ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35276,5/9/2018,
53,T21-4NO2 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,34896,24/8/2018,,,53,T22-Q11O ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30002,4/9/2018,,,53,T23-DGP2 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,33635,23/8/2018,,,53,T24-UIXA ,Paracetamol,Vitamin C,Suspicious,K,,,,32431,24/8/2018,,,53,T25-7MUY ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30575,9/9/2018,,,53,T26-JTJD ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30509,1/9/2018,,,53,T27-FQII ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30059,21/8/2018,,,53,T28-CGWB ,Paracetamol,Paracetamol Starch,Suspicious,K,,,,32061,7/9/2018,,,53,T29-BNMM ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30303,4/9/2018,,,53,T30-D8ZR ,Paracetamol,Cellulose,Suspicious,K,,,,34425,23/9/2018,,,53,T31-1TIP ,Paracetamol,Vitamin C,Suspicious,K,,,,35698,18/8/2018,,,53,T32-4219 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32433,18/8/2018,,,53,T33-0TDJ ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32098,21/9/2018,,,53,T34-YLHO ,Paracetamol,Vitamin C,Suspicious,K,,,,30756,21/9/2018,,,53,T35-HLMI ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,36263,5/9/2018,,,53,T36-PSAL ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,33850,4/9/2018,,,53,T37-GCTD ,Paracetamol,Paracetamol Starch,Suspicious,K,,,,34115,8/9/2018,,,53,T38-PSD2 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,32313,25/9/2018,,,53,T39-TYJ7 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35816,16/9/2018,,,53,T40-5ZS6 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35226,5/9/2018,
54,T21-DLS1 ,Paracetamol,Vitamin C,Paracetamol,,,,,31654,19/9/2018,,,54,T22-XBO3 ,Paracetamol,Lactose,Suspicious,K,,,,29942,4/9/2018,,,54,T23-4YG2 ,Paracetamol,Starch,Suspicious,K,,,Yes,30093,17/8/2018,,,54,T24-CCCK ,Paracetamol,Vitamin C,Suspicious,K,,,,35170,10/9/2018,,,54,T25-H421 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30574,9/9/2018,,,54,T26-CE3P ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30504,1/9/2018,,,54,T27-XC5K ,Paracetamol,Starch,Suspicious,K,,,Yes,36295,6/9/2018,,,54,T28-XINS ,Paracetamol,Starch,Suspicious,K,,,Yes,34322,8/9/2018,,,54,T29-FT0Z ,Paracetamol,Starch,Suspicious,K,,,Yes,33999,20/8/2018,,,54,T30-MXWZ ,Paracetamol,Cellulose,Suspicious,K,,,,31667,6/9/2018,,,54,T31-6U5F ,Paracetamol,Vitamin C,Suspicious,K,,,,31631,4/9/2018,,,54,T32-KMZE ,Paracetamol,Vitamin C,Suspicious,K,,,,36296,4/9/2018,,,54,T33-3W0O ,Paracetamol,Starch,Suspicious,K,,,Yes,33735,15/8/2018,,,54,T34-M9B2 ,Paracetamol,Vitamin C,Suspicious,K,,,,30758,21/9/2018,,,54,T35-XP0P ,Paracetamol,Vitamin C,Suspicious,K,,,,30320,21/8/2018,,,54,T36-2IA9 ,Paracetamol,Vitamin C,Suspicious,K,,,,33673,23/9/2018,,,54,T37-U2T8 ,Paracetamol,Vitamin C,Suspicious,K,,,,35652,3/9/2018,,,54,T38-5J9X ,Paracetamol,Starch,Suspicious,K,,,Yes,35640,4/9/2018,,,54,T39-QFWF ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,30784,29/9/2018,,,54,T40-TVTH ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,34979,21/8/2018,
55,T21-0G8N ,Paracetamol,Vitamin C,Paracetamol,,,,,35813,24/8/2018,,,55,T22-X7H4 ,Paracetamol,Lactose,Suspicious,K,,,,35056,10/8/2018,,,55,T23-9UT9 ,Paracetamol,Vitamin C,Suspicious,K,,,,30466,16/8/2018,,,55,T24-BWXB ,Paracetamol,Vitamin C,Suspicious,K,,,,36037,13/8/2018,,,55,T25-7XVS ,Paracetamol,Lactose,Suspicious,K,,,,30570,9/9/2018,,,55,T26-XWUP ,Paracetamol,Vitamin C,Suspicious,K,,,,35304,9/8/2018,,,55,T27-HVPF ,Paracetamol,Vitamin C,Suspicious,K,,,,29727,17/9/2018,,,55,T28-W7BE ,Paracetamol,Starch,Suspicious,K,,,Yes,34367,8/9/2018,,,55,T29-Y8DJ ,Paracetamol,Starch,Paracetamol Starch,,,,Yes,33997,20/8/2018,,,55,T30-F7NW ,Paracetamol,Cellulose,Suspicious,K,,,,34427,23/9/2018,,,55,T31-P0RN ,Paracetamol,Vitamin C,Suspicious,K,,,,35697,18/8/2018,,,55,T32-0DFT ,Paracetamol,Vitamin C,Suspicious,K,,,,29882,4/9/2018,,,55,T33-Y4W0 ,Paracetamol,Starch,Suspicious,K,,,Yes,33740,15/8/2018,,,55,T34-1TVG ,Paracetamol,Vitamin C,Suspicious,K,,,,33935,14/8/2018,,,55,T35-WD00 ,Paracetamol,Vitamin C,Suspicious,K,,,,32599,17/9/2018,,,55,T36-9WK3 ,Paracetamol,Vitamin C,Suspicious,K,,,,32501,4/9/2018,,,55,T37-PC7D ,Paracetamol,Vitamin C,Suspicious,K,,,,35608,3/9/2018,,,55,T38-WWZY ,Paracetamol,Vitamin C,Suspicious,K,,,,35647,4/9/2018,,,55,T39-GYVR ,Paracetamol,Vitamin C,Suspicious,K,,,,30789,29/9/2018,,,55,T40-KFS4 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35278,5/9/2018,
56,T21-KBG3 ,Paracetamol,Vitamin C,Paracetamol,,,,,34893,24/8/2018,,,56,T22-WPPO ,Paracetamol,Lactose,Suspicious,K,,,,29941,2/9/2018,,,56,T23-DO86 ,Paracetamol,Vitamin C,Suspicious,K,,,,34662,20/9/2018,,,56,T24-AVX1 ,Paracetamol,Vitamin C,Suspicious,K,,,,35174,10/9/2018,,,56,T25-WKEG ,Paracetamol,Lactose,Suspicious,K,,,,31870,14/8/2018,,,56,T26-XEAQ ,Paracetamol,Vitamin C,Suspicious,K,,,,30418,9/9/2018,,,56,T27-U2GC ,Paracetamol,Vitamin C,Suspicious,K,,,,29917,21/8/2018,,,56,T28-MUL3 ,Paracetamol,Starch,Suspicious,K,,,Yes,34323,8/9/2018,,,56,T29-CJ9X ,Paracetamol,Starch,Suspicious,K,,,Yes,33996,20/8/2018,,,56,T30-7XH4 ,Paracetamol,Starch,Suspicious,K,,,Yes,34084,23/9/2018,,,56,T31-B5ZG ,Paracetamol,Vitamin C,Suspicious,K,,,,35053,13/9/2018,,,56,T32-8T3E ,Paracetamol,Vitamin C,Suspicious,K,,,,36306,10/9/2018,,,56,T33-155Q ,Paracetamol,Vitamin C,Suspicious,K,,,,33798,15/8/2018,,,56,T34-4O60 ,Paracetamol,Vitamin C,Suspicious,K,,,,30757,21/9/2018,,,56,T35-8UFY ,Paracetamol,Vitamin C,Suspicious,K,,,,32596,17/9/2018,,,56,T36-F9F1 ,Paracetamol,Vitamin C,Suspicious,K,,,,35336,19/8/2018,,,56,T37-CY0F ,Paracetamol,Vitamin C,Suspicious,K,,,,34284,8/9/2018,,,56,T38-XT8C ,Paracetamol,Vitamin C,Suspicious,K,,,,32627,15/8/2018,,,56,T39-ZSAX ,Paracetamol,Vitamin C,Suspicious,K,,,,30787,29/9/2018,,,56,T40-ZG3D ,Paracetamol,Vitamin C,Suspicious,K,,,,35096,5/9/2018,
57,T21-MYYM ,Paracetamol,Lactose,Suspicious,K,,,,30344,20/8/2018,,,57,T22-8HB9 ,Paracetamol,Cellulose,Suspicious,K,,,,34272,9/9/2018,,,57,T23-GEKV ,Paracetamol,Vitamin C,Suspicious,K,,,,34660,21/9/2018,,,57,T24-0U9W ,Paracetamol,Lactose,Suspicious,K,,,,32951,24/8/2018,,,57,T25-K1PZ ,Paracetamol,Cellulose,Suspicious,K,,,,36227,5/9/2018,,,57,T26-1U6Z ,Paracetamol,Vitamin C,Suspicious,K,,,,32797,5/9/2018,,,57,T27-ZU5B ,Paracetamol,Vitamin C,Suspicious,K,,,,29726,17/9/2018,,,57,T28-359G ,Paracetamol,Starch,Suspicious,K,,,Yes,34317,8/9/2018,,,57,T29-MUX6 ,Paracetamol,Vitamin C,Suspicious,K,,,,30221,5/9/2018,,,57,T30-6C7R ,Paracetamol,Starch,Suspicious,K,,,Yes,34086,23/9/2018,,,57,T31-MLOX ,Paracetamol,Vitamin C,Suspicious,K,,,,35054,13/9/2018,,,57,T32-VEBH ,Paracetamol,Vitamin C,Suspicious,K,,,,36307,10/9/2018,,,57,T33-X22J ,Paracetamol,Vitamin C,Suspicious,K,,,,33796,15/8/2018,,,57,T34-4VM4 ,Paracetamol,Vitamin C,Suspicious,K,,,,34860,3/9/2018,,,57,T35-NKVW ,Paracetamol,Vitamin C,Suspicious,K,,,,32647,17/9/2018,,,57,T36-Q23K ,Paracetamol,Vitamin C,Suspicious,K,,,,35337,19/8/2018,,,57,T37-WQ1X ,Paracetamol,Vitamin C,Suspicious,K,,,,34112,8/9/2018,,,57,T38-OVVY ,Paracetamol,Vitamin C,Suspicious,K,,,,32284,25/9/2018,,,57,T39-IB0U ,Paracetamol,Vitamin C,Suspicious,K,,,,30788,29/9/2018,,,57,T40-IHJ7 ,Paracetamol,Vitamin C,Suspicious,K,,,,32465,22/9/2018,
58,T21-V5FB ,Paracetamol,Lactose,Suspicious,K,,,,33198,19/9/2018,,,58,T22-FHLY ,Paracetamol,Cellulose,Suspicious,K,,,,34275,9/9/2018,,,58,T23-RH05 ,Paracetamol,Vitamin C,Suspicious,K,,,,30523,11/8/2018,,,58,T24-0LD9 ,Paracetamol,Lactose,Suspicious,K,,,,32948,24/8/2018,,,58,T25-J7DS ,Paracetamol,Cellulose,Suspicious,K,,,,31867,14/8/2018,,,58,T26-ABLV ,Paracetamol,Vitamin C,Suspicious,K,,,,30420,9/9/2018,,,58,T27-V9CG ,Paracetamol,Vitamin C,Suspicious,K,,,,36294,6/9/2018,,,58,T28-9ASF ,Paracetamol,Lactose,Suspicious,K,,,,34314,8/9/2018,,,58,T29-Q3NK ,Paracetamol,Vitamin C,Suspicious,K,,,,30560,12/9/2018,,,58,T30-YQUY ,Paracetamol,Starch,Suspicious,K,,,Yes,30544,4/9/2018,,,58,T31-8SBK ,Paracetamol,Vitamin C,Suspicious,K,,,,35716,18/8/2018,,,58,T32-WHPE ,Paracetamol,Vitamin C,Suspicious,K,,,,29881,4/9/2018,,,58,T33-U1L6 ,Paracetamol,Vitamin C,Suspicious,K,,,,32116,21/9/2018,,,58,T34-1CIE ,Paracetamol,Vitamin C,Suspicious,K,,,,33934,14/8/2018,,,58,T35-IXX6 ,Paracetamol,Vitamin C,Suspicious,K,,,,32597,17/9/2018,,,58,T36-4C94 ,Paracetamol,Vitamin C,Suspicious,K,,,,33653,23/9/2018,,,58,T37-DPG3 ,Paracetamol,Vitamin C,Suspicious,K,,,,35727,3/9/2018,,,58,T38-P4AJ ,Paracetamol,Vitamin C,Suspicious,K,,,,32685,15/8/2018,,,58,T39-T4RM ,Paracetamol,Starch,Suspicious,K,,,Yes,30782,29/9/2018,,,58,T40-9IV0 ,Paracetamol,Vitamin C,Suspicious,K,,,,35097,9/8/2018,
59,T21-C0TY ,Paracetamol,Cellulose,Suspicious,K,,,,30400,23/8/2018,,,59,T22-98FR ,Paracetamol,Cellulose,Suspicious,K,,,,34273,9/9/2018,,,59,T23-XFKK ,Paracetamol,Cellulose,Suspicious,K,,,,34733,19/9/2018,,,59,T24-UBW7 ,Paracetamol,Cellulose,Suspicious,K,,,,35628,22/8/2018,,,59,T25-9T80 ,Paracetamol,Cellulose,Suspicious,K,,,,31868,14/8/2018,,,59,T26-QXUE ,Paracetamol,Cellulose,Suspicious,K,,,,30419,9/9/2018,,,59,T27-SL47 ,Paracetamol,Vitamin C,Suspicious,K,,,,30557,24/9/2018,,,59,T28-ZDU9 ,Paracetamol,Cellulose,Suspicious,K,,,,32030,15/8/2018,,,59,T29-15L1 ,Paracetamol,Vitamin C,Suspicious,K,,,,30223,5/9/2018,,,59,T30-Q2LL ,Paracetamol,Starch,Suspicious,K,,,Yes,30548,4/9/2018,,,59,T31-N7FM ,Paracetamol,Vitamin C,Suspicious,K,,,,31631,4/9/2018,,,59,T32-AOQ5 ,Paracetamol,Cellulose,Suspicious,K,,,,36297,4/9/2018,,,59,T33-0RJF ,Paracetamol,Vitamin C,Suspicious,K,,,,33797,15/8/2018,,,59,T34-O10O ,Paracetamol,Cellulose,Suspicious,K,,,,34907,3/9/2018,,,59,T35-C8W3 ,Paracetamol,Vitamin C,Suspicious,K,,,,30326,21/8/2018,,,59,T36-XV4F ,Paracetamol,Vitamin C,Suspicious,K,,,,33660,23/9/2018,,,59,T37-47SN ,Paracetamol,Cellulose,Suspicious,K,,,,34117,8/9/2018,,,59,T38-SY4Q ,Paracetamol,Cellulose,Suspicious,K,,,,32684,15/8/2018,,,59,T39-AF3H ,Paracetamol,Cellulose,Suspicious,K,,,,33873,22/8/2018,,,59,T40-BSED ,Paracetamol,Cellulose,Suspicious,K,,,,32090,22/9/2018,
60,T21-R3ML ,Paracetamol,Cellulose,Suspicious,K,,,,31653,19/9/2018,,,60,T22-K0UH ,Paracetamol,Cellulose,Suspicious,K,,,,30004,27/8/2018,,,60,T23-ABEN ,Paracetamol,Cellulose,Suspicious,K,,,,33636,24/8/2018,,,60,T24-NKMQ ,Paracetamol,Cellulose,Suspicious,K,,,,32425,24/8/2018,,,60,T25-FFNK ,Paracetamol,Cellulose,Suspicious,K,,,,30569,9/9/2018,,,60,T26-WXFF ,Paracetamol,Cellulose,Suspicious,K,,,,32798,5/9/2018,,,60,T27-MHOP ,Paracetamol,Cellulose,Suspicious,K,,,,29989,17/9/2018,,,60,T28-BAPF ,Paracetamol,Cellulose,Suspicious,K,,,,31936,5/9/2018,,,60,T29-D0Y3 ,Paracetamol,Vitamin C,Suspicious,K,,,,34003,20/8/2018,,,60,T30-SQLF ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,,,Yes,35373,20/8/2018,,,60,T31-8SSY ,Paracetamol,Vitamin C,Suspicious,K,,,,35699,18/8/2018,,,60,T32-CLQP ,Paracetamol,Cellulose,Suspicious,K,,,,36298,4/9/2018,,,60,T33-8BGS ,Paracetamol,Vitamin C,Suspicious,K,,,,32114,21/9/2018,,,60,T34-7OTG ,Paracetamol,Cellulose,Suspicious,K,,,,32452,21/9/2018,,,60,T35-JL9K ,Paracetamol,Vitamin C,Suspicious,K,,,,30250,20/8/2018,,,60,T36-K9FV ,Paracetamol,Vitamin C,Suspicious,K,,,,33655,23/9/2018,,,60,T37-X5XG ,Paracetamol,Cellulose,Suspicious,K,,,,35653,3/9/2018,,,60,T38-5ILS ,Paracetamol,Cellulose,Suspicious,K,,,,35769,4/9/2018,,,60,T39-3CJN ,Paracetamol,Cellulose,Suspicious,K,,,,35257,22/8/2018,,,60,T40-IKTE ,Paracetamol,Cellulose,Suspicious,K,,,,35234,5/9/2018,
61,T21-OGLY ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,,,33194,19/9/2018,,,61,T22-KOMN ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30203,28/8/2018,,,61,T23-3WC8 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35451,24/8/2018,,,61,T24-LWEH ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,29821,10/9/2018,,,61,T25-RIHY ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32333,4/9/2018,,,61,T26-EYBD ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32959,15/8/2018,,,61,T27-P5NG ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35863,15/9/2018,,,61,T28-3JN0 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,31624,8/9/2018,,,61,T29-4ILS ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30216,5/9/2018,,,61,T30-VOR1 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,33981,3/9/2018,,,61,T31-ZWIF ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,,,34042,17/9/2018,,,61,T32-BO5N ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,,,,35004,4/9/2018,,,61,T33-INTB ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34974,14/8/2018,,,61,T34-JI53 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,33907,13/8/208,,,61,T35-9JGR ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32829,6/9/2018,,,61,T36-CLTS ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35343,19/8/2018,,,61,T37-RE8Q ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34546,8/9/2018,,,61,T38-EW6S ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32419,15/8/2018,,,61,T39-G16T ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32565,21/8/2018,,,61,T40-7RTP ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34595,22/9/2018,
62,T21-ID2Y ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,,,33193,19/9/2018,,,62,T22-DQ2K ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30438,3/9/2018,,,62,T23-HG6V ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30468,9/8/2018,,,62,T24-M9E3 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35552,10/9/2018,,,62,T25-BY17 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32265,4/9/2018,,,62,T26-Y1Q5 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,31770,26/9/2018,,,62,T27-3R0E ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35853,15/9/2018,,,62,T28-DSAT ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,31623,8/9/2018,,,62,T29-JI5H ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30281,6/9/2018,,,62,T30-QAMW ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34360,21/8/2018,,,62,T31-G0NG ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,,,34044,17/9/2018,,,62,T32-8RBZ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,,,,30026,18/8/2018,,,62,T33-AEGQ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32962,21/9/2018,,,62,T34-0ARL ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34588,18/9/2018,,,62,T35-RRWW ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,31930,10/9/2018,,,62,T36-1960 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34654,17/8/2018,,,62,T37-J999 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34547,8/9/2018,,,62,T38-TP11 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32317,25/9/2018,,,62,T39-M2PU ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35259,14/9/2018,,,62,T40-TKOB ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34822,20/8/2018,
63,T21-87WD ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,,,31751,10/8/2018,,,63,T22-CFVD ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35407,10/9/2018,,,63,T23-GS0G ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30097,20/8/2018,,,63,T24-TWVK ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,36004,9/8/2018,,,63,T25-IX7S ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30586,19/8/2018,,,63,T26-NTFL ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34852,16/8/2018,,,63,T27-KG4H ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,36301,4/9/2018,,,63,T28-4LFY ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,29837,12/8/2018,,,63,T29-AZAP ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,30287,6/9/2018,,,63,T30-KE9R ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34927,21/9/2018,,,63,T31-X4ZN ,Benzyl Penicillin,Benzyl Penicillin ,Benzyl Penicillin,,,,,30160,28/8/2018,,,63,T32-W0HL ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicllin,,,,,35129,4/9/2018,,,63,T33-25HP ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34944,14/8/2018,,,63,T34-BY85 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,33893,13/8/2018,,,63,T35-PY36 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,31977,12/9/2018,,,63,T36-YB97 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34655,17/8/2018,,,63,T37-PJH5 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,34688,20/8/2018,,,63,T38-9SGM ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32687,15/8/2018,,,63,T39-NF3P ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,32563,21/8/2018,,,63,T40-6DJQ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,,,35100,8/9/2018,
